cereal,麦片,0.65
ceremony,仪式,0.8
certificate,证书,0.65
chain,链条,0.8
chain saw,链锯,0.65
chair,椅子,0.77
chairlift,升降椅,0.65
daybed,躺椅,0.65
chalet,木屋,0.65
chalice,圣杯,0.65
chalk,粉笔,0.65
chamber,房间,0.65
chameleon,变色龙,0.65
champagne,香槟酒,0.65
champagne flute,香槟杯,0.65
champion,冠军,0.65
championship,锦标赛,0.65
chandelier,吊灯,0.65
changing table,婴儿换尿布台,0.65
channel,通道,0.65
chap,皴裂处,0.65
chapel,小教堂,0.65
character sculpture,人物雕塑,0.65
charcoal,木炭,0.65
charge,充电,0.65
charger,充电器,0.65
chariot,战车,0.65
charity,慈善机构,0.65
charity event,慈善活动,0.65
charm,魅力,0.65
graph,图表,0.87
chase,追逐,0.65
chassis,底盘,0.65
check,检查/支票,0.65
checkbook,支票簿,0.65
chessboard,棋盘,0.65
checklist,检查表,0.65
cheer,欢呼声,0.65
cheerlead,鼓励/啦啦队,0.65
cheese,奶酪,0.74
cheeseburger,奶酪汉堡,0.65
cheesecake,奶酪蛋糕,0.65
cheetah,猎豹,0.66
chef,厨师,0.89
chemical compound,化合物,0.65
chemist,化学家,0.65
chemistry,化学,0.65
chemistry lab,化学实验室,0.65
cheongsam,旗袍,0.65
cherry,樱桃,0.65
cherry blossom,樱花,0.65
cherry tomato,樱桃番茄,0.65
cherry tree,樱桃树,0.65
chess,国际象棋,0.65
chestnut,栗子,0.65
chicken,鸡,0.9
chicken breast,鸡胸肉,0.65
chicken coop,鸡笼,0.65
chicken salad,鸡肉沙拉,0.65
chicken wing,鸡翅,0.65
garbanzo,鹰嘴豆,0.65
chiffonier,小衣橱,0.65
chihuahua,吉娃娃,0.65
child,孩子,0.84
child actor,童星,0.65
childs room,孩子的房间,0.65
chile,红番椒,0.65
chili dog,辣热狗,0.65
chimney,烟囱,0.65
chimpanzee,黑猩猩,0.65
chinaware,瓷器,0.65
chinese cabbage,白菜,0.65
chinese garden,中国园林,0.65
chinese knot,中国结,0.65
chinese rose,月季,0.65
chinese tower,中国塔,0.65
chip,炸薯条/炸薯条,0.65
chipmunk,花栗鼠,0.65
chisel,凿子,0.65
chocolate,巧克力,0.8
chocolate bar,巧克力棒,0.65
chocolate cake,巧克力蛋糕,0.65
chocolate chip,巧克力碎片,0.65
chocolate chip cookie,巧克力饼干,0.65
chocolate milk,巧克力牛奶,0.65
chocolate mousse,巧克力慕斯,0.65
truffle,松露,0.65
choir,唱诗班,0.65
kitchen knife,厨房刀,0.65
cutting board,砧板,0.8
chopstick,筷子,0.65
christmas,圣诞节,0.88
christmas ball,圣诞球,0.65
christmas card,圣诞贺卡,0.65
christmas decoration,圣诞装饰,0.8
christmas dinner,圣诞晚宴,0.65
christmas eve,平安夜,0.65
christmas hat,圣诞帽,0.7
christmas light,圣诞灯,0.65
christmas market,圣诞市场,0.65
christmas ornament,圣诞装饰,0.65
christmas tree,圣诞树,0.9
chrysanthemum,菊花,0.65
church,教堂,0.9
church tower,教堂塔,0.65
cider,苹果酒,0.65
cigar,雪茄,0.65
cigar box,雪茄盒,0.65
cigarette,香烟,0.65
cigarette case,烟盒,0.65
waistband,腰带,0.65
cinema,电影院,0.8
photographer,摄影师,0.8
cinnamon,肉桂,0.65
circle,圆,0.8
circuit,电路,0.65
circuit board,电路板,0.65
circus,马戏团,0.65
water tank,水箱,0.65
citrus fruit,柑橘类水果,0.65
city,城市,0.8
city bus,城市公交,0.65
city hall,市政厅,0.65
city nightview,城市夜景,0.65
city park,城市公园,0.65
city skyline,城市天际线,0.65
city square,城市广场,0.65
city street,城市街道,0.82
city wall,城墙,0.65
city view,城市景观,0.65
clam,蛤蜊,0.65
clarinet,单簧管,0.65
clasp,扣子,0.65
class,班级,0.8
classic,经典,0.8
classroom,教室,0.9
clavicle,锁骨,0.65
claw,爪子,0.65
clay,黏土,0.65
pottery,陶器,0.65
clean,清洁,0.8
clean room,洁净室,0.65
cleaner,清洁工人,0.65
cleaning product,清洁用品,0.65
clear,清晰的,0.8
cleat,栓,0.65
clementine,克莱门氏小柑橘,0.65
client,客户端,0.65
cliff,悬崖,0.8
climb,爬,0.8
climb mountain,爬山,0.65
climber,登山者,0.65
clinic,诊所,0.65
clip,夹子,0.65
clip art,剪贴画,0.65
clipboard,剪贴板,0.65
clipper,快速帆船,0.65
clivia,君子兰,0.65
cloak,斗篷,0.65
clogs,木底鞋,0.65
close-up,特写,0.8
closet,壁橱,0.8
cloth,布,0.65
clothe,穿衣,0.8
clothing,衣服,0.8
clothespin,晒衣夹,0.65
clothesline,晒衣绳,0.65
clothing store,服装店,0.65
cloud,云,0.75
cloud forest,云雾森林,0.65
cloudy,多云,0.7
clover,三叶草,0.9
joker,小丑,0.8
clown fish,小丑鱼,0.65
club,俱乐部,0.65
clutch,离合器,0.65
clutch bag,手拿包,0.65
coal,煤炭,0.65
coast,海岸,0.8
coat,外套,0.8
coatrack,衣帽架,0.65
cob,玉米,0.65
cock,公鸡,0.65
cockatoo,凤头鹦鹉,0.65
cocker,可卡犬,0.65
cockpit,驾驶,0.65
roach,蟑螂,0.65
cocktail,鸡尾酒,0.88
cocktail dress,小礼服,0.65
cocktail shaker,鸡尾酒调制器,0.65
cocktail table,鸡尾酒桌,1
cocoa,可可,0.65
coconut,椰子,0.65
coconut tree,椰子树,0.65
coffee,咖啡,0.8
coffee bean,咖啡豆,0.65
coffee cup,咖啡杯,0.8
coffee machine,咖啡机,0.65
coffee shop,咖啡店,0.65
coffeepot,咖啡壶,0.65
coffin,棺材,0.65
cognac,法国白兰地,0.65
spiral,螺旋,0.8
coin,硬币,0.8
coke,可口可乐,0.65
colander,滤器,0.65
cold,冷的,0.8
slaw,卷心菜沙拉,0.65
collaboration,合作,0.65
collage,拼贴画,0.8
collection,收藏品,0.8
college student,大学生,0.65
sheepdog,牧羊犬,0.65
crash,碰撞,0.8
color,颜色,0.8
coloring book,涂色书,0.65
coloring material,染色材料,0.65
pony,矮种马,0.65
pillar,柱子,0.65
comb,梳子,0.65
combination lock,密码锁,0.65
comic,喜剧演员,0.8
comedy,喜剧,0.65
comedy film,喜剧电影,0.65
